0
24.4
20.6
25.0
15.9
26.3
33.0
16.9
23.1
25.4
29.0
-15.0
15.8
13.5
17.9
17.8
18.0
18.5
17.9
-25.0
9.5
9.5
14.0
9.5
21.6
22.0
-12.0
6.5
-27.0
17.9
15.7
13.4
29.9
15.7
19.7
23.9
19.9
14.5
17.0
14.0
-18.0
17.9
11.5
12.5
-18.0
15.8
11.4
27.5
8.0
15.8
17.7
31.8
24.2
18.3
16.3
14.2
5.7
32.5
20.7
33.5
28.0
11.7
9.3
13.1
19.2
13.0
34.8
19.8
16.5
11.0
-10.5
15.5
9.5
24.0
20.0
9.5
15.5
11.0
-15.0
15.5
12.5
13.7
18.5
17.0
18.5
15.8
18.0
6.5
8.0
11.6
23.5
6.5
15.5
9.5
17.4
29.0
-18.0
15.8
19.5
17.0
18.5
